name,email,password_hash,balance
Miguel Soares,miguel.soares1@catchit.pt,$2b$12$aFNjuh9sBIoEPfPauknz/uZMkutFOu2bMKkNRb/6UPS5kcLxZmFkS,60.8
Ricardo Costa,ricardo.costa2@catchit.pt,$2b$12$P.cPsIPJV06gWbr6FXuHFe241KO7S55xD041lJJAV8kmUkSrEu8KG,238.6
Carolina Coelho,carolina.coelho@catchit.pt,$2b$12$HnesQuaA8FNhBhbIHbryA.4zLFgYlO7wfEdIKwgbwKcqSqnJGxwBu,166.01
Daniela Costa,daniela.costa1@catchit.pt,$2b$12$UfR0UM5GZ5fxeazKkqWtfu/ON9VerxIX8V1UYuayd.2Dr9ltn3Zue,53.48
Paulo Campos,paulo.campos@catchit.pt,$2b$12$8.9gwgdiOViXoQQ5HXa6dOPHgW1u8iOguiK1QCgBB/wjv/Nb/VjEW,138.49
Gonçalo Sousa,goncalo.sousa@catchit.pt,$2b$12$8esHolhRFLOmwqK0K6/rauaP2SCuBHBUfW6BNVMtXo3I22TGORVS6,338.75
Pedro Alves,pedro.alves1@catchit.pt,$2b$12$DYg7viUIwC7I/uQmIWwMlObpjrYmECRpT/6wssW5hac/rU7LYtoZC,346.05
Miguel Oliveira,miguel.oliveira@catchit.pt,$2b$12$CzFKyQqw258Bsl2i/GwxtudauvMEPnxE6dMMuSybjolKx79frdSFO,396.75
Rui Pires,rui.pires@catchit.pt,$2b$12$PtoLtfSBinwF/8MZUVe9d.JJPyJ2pdmY1zaaxUWveMe.txeWICkQi,230.96
Ana Borges,ana.borges@catchit.pt,$2b$12$8tDAwcRtsTc1guJt8BN7iexYdwg2S0qFuUdCyjTYgimW5nh8cqUqm,235.36
Ana Lopes,ana.lopes2@catchit.pt,$2b$12$Z15TS3tLvHtpxUqjFm5IlupO9zPrSYKEgR.TR7qWd1rH2OOmHW4Vu,234.25
Gonçalo Tavares,goncalo.tavares@catchit.pt,$2b$12$yzXkjZoKW9tdV5L1h4GfjumI2KTBJqhJtAH4w9WWwz.5qZ83zdmvC,113.99
Rodrigo Coelho,rodrigo.coelho1@catchit.pt,$2b$12$Unf4upCzL0RmrgzZXGkLaO.uZ6yB90Cp9tNZZopO/vEd9lankrIgW,475.26
Fernando Cunha,fernando.cunha2@catchit.pt,$2b$12$hDCM9yyCo/6MdgJGwxvfDOYUk2Fu3/Zb6XaCUrkhMUJsHWNenFLdG,91.89
Mariana Soares,mariana.soares@catchit.pt,$2b$12$KD5ERcDiv4/78/qKKn7zvOuG859qSHpWcgeyUTNpzQPGhivJ4D5tu,209.65
Sofia Rodrigues,sofia.rodrigues@catchit.pt,$2b$12$.O.XTW8tu0sf/QQq.aaZe.LdDd0ubBXuafMqrH1lzzPSWbZ6ENwfS,3.69
Leonor Gonçalves,leonor.goncalves@catchit.pt,$2b$12$nthwEvqVV.Y7K0.8jmwns.7c.j4lME0QdQ3mCHkn8GNmk6Kfa2LnC,39.28
Fernando Gonçalves,fernando.goncalves1@catchit.pt,$2b$12$scZd2Y8Q.azcibQgVBM3k.L/pa3fQXLqMWbStGOp3OtYsLxeApYrG,244.23
Renato Pinto,renato.pinto1@catchit.pt,$2b$12$fRKv5INdjMJtuLF.Wahtheg9FQOKUO.PdfDD.1k.jHuSR7cg1YqVy,225.81
Alexandre Vieira,alexandre.vieira@catchit.pt,$2b$12$q33q1qQkTGFOhJ7Q8aiTmuyzv3gXpgYGx7BbjoZL34IGNh83CIlDC,430.42
Sérgio Teixeira,sergio.teixeira1@catchit.pt,$2b$12$9hkSILJXKBDndRjCN1toCOWDH0EMGDvYQBiEQ0CzwtsKsllrP4iCa,198.88
Joana Carvalho,joana.carvalho@catchit.pt,$2b$12$18oxX4l3KZ/7XycNFH82weTJUJ6ZCmElFOAHbRD1v60kMYcwqUnSK,472.34
Patrícia Cardoso,patricia.cardoso1@catchit.pt,$2b$12$pVxGuM/JC.i..YxT/FKIeOxXADyGFmO6H2dMUiVcBuupVCXybaGe.,24.72
Afonso Figueiredo,afonso.figueiredo@catchit.pt,$2b$12$op7/uh/oiJ7FmVK9PSKAGuM5pYl9DSZxy6TdXB2IAgffLQccAjUpm,219.44
Vasco Pires,vasco.pires@catchit.pt,$2b$12$uTvIgmX3JbmgeeVZG01zZeCjlKFQKvYdqZgBAh0mxaGkAhf.Xgmoq,216.95
Bruno Costa,bruno.costa1@catchit.pt,$2b$12$BgH6gG4pLCgSox0hCrmzCe5mnQHUG8vXk6wqiKmiuqpUepN.loPpK,449.59
Carolina Freitas,carolina.freitas@catchit.pt,$2b$12$lPr3oV/L50tes3qWPpBW/enl7v/6wLB4ZrWNpH7eGPH9zfIO99zsC,367.7
Helena Sousa,helena.sousa2@catchit.pt,$2b$12$iup7DWV.n5uSilQe1QaCT.oHjF3KQClwzuxSnwikhm8DWu8qO9xWm,98.29
Paulo Sousa,paulo.sousa@catchit.pt,$2b$12$uVqaHZS/P2FZNcg.DU2UD.Lxsl6SKNVvSGw7ibE1DSH10GuJWCslq,225.28
Paulo Sousa,paulo.sousa1@catchit.pt,$2b$12$wSHUXzqnJhRvZP/NQwBReeUOxJZfzySSpXVUway4fSYIfqWAsY9ZW,170.84
Vasco Azevedo,vasco.azevedo@catchit.pt,$2b$12$Jb9dwWXKr6stc44qksSawOdy0qlZre/Wu.0fAf5LZcVMc.mT2eGAe,169.16
Rui Coelho,rui.coelho@catchit.pt,$2b$12$FCdDgbtFJhswQi9dKBEOAexRTaeufutlNQ086gdEtwc/3E1vRI8O.,163.19
Marco Azevedo,marco.azevedo@catchit.pt,$2b$12$hH2NAqJpMtwYaVguRDnU3upytDAeiVU.8pvcewXNJtHrsh9Uj/9a.,29.03
Luís Lopes,luis.lopes@catchit.pt,$2b$12$lEhvWg9359t./55ZT3TRZeYVv2RpCv3SR6U4le.Y6redW5GF3/aRq,0.71
Hugo Freitas,hugo.freitas1@catchit.pt,$2b$12$9rp8sOohsHekXaObvMY2J.W6rJL1QJOtILwSL8K1NgaQWBQVphVkC,315.25
Sérgio Freitas,sergio.freitas@catchit.pt,$2b$12$tUFzjpAqWjV12CztRreOtu/ryHLyKabigR4KuAIiS/gAsvO49i35C,402.79
Teresa Ribeiro,teresa.ribeiro@catchit.pt,$2b$12$lBUQKOGvS8YzWqGni10btOcUy1gHBSY9KqumOqnLJ/aaJxSuogGRe,378.75
Pedro Almeida,pedro.almeida@catchit.pt,$2b$12$rLH2TBPQnXXzcxH3V.bM9u9/jAfNDH8HyqHKmlqI.a4xVPmFTC186,446.93
Maria Ramos,maria.ramos1@catchit.pt,$2b$12$VCL2Yb9Zg2OmVUFZ8Nw0POzD6VEb/f6hzxeMWGH9LuiyCWZg/zbxe,386.06
Hugo Cruz,hugo.cruz@catchit.pt,$2b$12$3LIfm5WhYPcpOtYpwTZPX.mIMPxNA2QIS5Xxgx5LC82eczYfOXmBq,103.0
Miguel Gomes,miguel.gomes@catchit.pt,$2b$12$/iBaZEvZoFawF3GOZo1S1OmjVZhuF/e0gR6kpu8SfMcuyJhA14teG,437.57
Ana Monteiro,ana.monteiro@catchit.pt,$2b$12$ySOeLLCtC69unfZJxTTNC.M.Rr1SQ6pNhTCEpoR0d7jci4Jri8chK,219.62
Sofia Borges,sofia.borges@catchit.pt,$2b$12$QCIhz5IzU1td4EeOwfIULOsEtvvJyXZpm29JoixLCoIwUDHvcvEd2,36.93
Sara Correia,sara.correia1@catchit.pt,$2b$12$qXTHI1UXgvOlH0sIQ55oT.uMFc2fSXBnGmX3Es7Ra2OJFJjFuaGhS,10.92
Francisca Fernandes,francisca.fernandes@catchit.pt,$2b$12$TjKZy56FHRRKGwpjGkao8OmX6nWdpoHezFr8TTQiZFCQhm7GN9VOi,484.64
Paulo Ferreira,paulo.ferreira2@catchit.pt,$2b$12$6nCInb2QC6iO5JdWiI4Epe9jFDu/a9u4btmHg5AAJ1GaIDKNW5hi6,414.22
Paulo Mendes,paulo.mendes@catchit.pt,$2b$12$QVyeJqcJF1QOxP86SKuWSuHZca.yPgyd66a9QvJfZ2O1DmwP2fkyy,203.47
Teresa Mota,teresa.mota@catchit.pt,$2b$12$DNkYr2jDlh8xFBoSyjDTDe89YGivGuc7bPIoTrEas3uC.70e0u4H2,261.56
Mónica Jesus,monica.jesus@catchit.pt,$2b$12$8Be4KJ8vrYarEJOn4oAa9.fF8YAudVgPMo/Ng.qNDkS7Qtrw.4bDi,55.13
Fernando Sousa,fernando.sousa1@catchit.pt,$2b$12$ihaePg0wk2Ns40cmf85pae5Ji.mDXntFZPOwkZJOwI23z.OFTBKzy,89.43
Luís Dias,luis.dias@catchit.pt,$2b$12$kM7Ip8f5ygNw9BhSQgACCu6.t6yOhNlMCYQGhjQ7nGV2ydL1o.i0W,91.09
Fernando Alves,fernando.alves2@catchit.pt,$2b$12$FvK6F1oI8zktilV.Pl5jueiDXFOUBiQIQOoczPKWsva/nPlLf8Waa,470.21
Afonso Monteiro,afonso.monteiro1@catchit.pt,$2b$12$z0u7gKXHUoBlw/.EneA/l.JsQb9EzZlKgl8FhZgFgZTNjrSY.mrG2,457.22
Filipa Macedo,filipa.macedo@catchit.pt,$2b$12$MKCcRzoUuZegHb5.SoNGlucmsvsCsZSYQ9992KUdp6Q8F9C/tuhhu,488.2
Mariana Ferreira,mariana.ferreira@catchit.pt,$2b$12$RPHqQ1CjTfS55kXT.nuqmuEJfzjZZcstzghSzdibe6HpFcLCttKqG,32.3
Vítor Pires,vitor.pires@catchit.pt,$2b$12$JzH8MnF43Zx8Oe4FhLUy8e52ydE6GRwCSsoB1AjLizvrM579gVwre,27.91
Ana Teixeira,ana.teixeira@catchit.pt,$2b$12$b0UDFdfgcsTR6yJ1xTXuJ.dhGDT7RpRUqXlb/MeuEncNSD/CSIUmm,12.96
Carolina Pereira,carolina.pereira@catchit.pt,$2b$12$Cfo0/KHVoh5zDVAmq0IZbuut.WLHTi/TbuIai6gZlXq2qOanDcSpW,375.51
Rui Moreira,rui.moreira@catchit.pt,$2b$12$b1vrmPNY1AX9liKqXcBG9.Z1mGTt.0HGHZ8g35erBEfRsYlF4cZMK,25.36
Marta Ramos,marta.ramos@catchit.pt,$2b$12$j5FhjnbYOnBG1Ngpwm6YAOejsZ74kGr3SmnonqgLGf/Q9Owa1Uayu,482.35
Ana Alves,ana.alves1@catchit.pt,$2b$12$Jg81/vqYJ3c833B19znAN.3ldm.tR3b7E4sPtkOoQiOBFsjmbWB2K,6.01
Daniela Moreira,daniela.moreira@catchit.pt,$2b$12$roUBliVVzCkGxKlZh4ZwgOFQDekvzlr5KN5fDk5ubrGQJQ0o406.u,265.85
Miguel Monteiro,miguel.monteiro1@catchit.pt,$2b$12$UPTGV7ZQx8np3GwmSvUysuFXj5IoogA14wSWNOuSeou74Xp0xLtWe,82.54
Diana Rocha,diana.rocha1@catchit.pt,$2b$12$iuJyZskyCKfhJL7lMa2twOLtWB2DM/pClHb99i.WHbuKe9mEMz7Jm,384.63
Filipa Rocha,filipa.rocha@catchit.pt,$2b$12$73pefIVAJKGOu5uQ4JxCd.4/2kB30XN3hVUyLDIL4.IFRZrkLYq1W,233.89
André Silva,andre.silva@catchit.pt,$2b$12$OQYVZitHp35xauq3OdDgYOh/5T98AAwp719IX.EYxmcrT9bxHp5QG,70.5
Mariana Lopes,mariana.lopes1@catchit.pt,$2b$12$D2Ith7rJOjSrJBugBHG8AOwur4xDRAAWmr34V9Knb6KoqQ2qG5MZK,483.89
Mónica Costa,monica.costa@catchit.pt,$2b$12$80xydLciwghxlLa/tsurOupKXvCs5DE4ZUvKkVxd9vDH9L7/z6qT2,430.16
João Almeida,joao.almeida@catchit.pt,$2b$12$xP/BE6A1Lo.ff.2rhzZBeu0g9W7TqvbF4HdJw70jdE3tJ3apsWqM2,432.45
Fernando Cruz,fernando.cruz2@catchit.pt,$2b$12$jJNMSjmExOaGe7EkPMCQXeu1CQJhq6xIloZd5fkVX4/iQ4laUL7sm,232.64
André Alves,andre.alves@catchit.pt,$2b$12$6hNbaz40NvX3WFglHrpXk..ZWi.96FN4xx7e.AyVMX6HUndEql9se,116.77
Sofia Rodrigues,sofia.rodrigues1@catchit.pt,$2b$12$wrHJ/RgmIty/guszYkh4Se.cKKwvmUFppW8cRBnhmWMZjXBXpKROe,4.91
Vasco Cardoso,vasco.cardoso@catchit.pt,$2b$12$9qPtzDCLf3rlGsf9.SUJbeUHdbecvnmbRLfRAfB.yT02CzBPtOd62,186.08
Mariana Ferreira,mariana.ferreira1@catchit.pt,$2b$12$VQn37HpMh6iOFVhxFWbDx./9TIdtNdIuq0lM4RH6lbdX9FuuyjVu6,117.79
Gonçalo Silva,goncalo.silva2@catchit.pt,$2b$12$ekN/3M4fsbKcjqZ7xynJYOeObPugHB3pJudfa/D17zfCSM.uwoEfa,117.24
Diogo Macedo,diogo.macedo@catchit.pt,$2b$12$1c/8gr7O.DdJne8tJP4dnOd16bioTVgStYMOZeDpu5A/YFtT8P4lC,14.01
Catarina Moreira,catarina.moreira@catchit.pt,$2b$12$gf3fhhLAtEe3ohM3sHtoyebY/nsNzHVmn67TG5ICpCMElioPDIxda,364.69
Catarina Reis,catarina.reis@catchit.pt,$2b$12$q75Hn2rDhSxnM/2no5ntMewqu20AX9wvq/fb4ebnYaRUEOJfoQ6nu,265.77
Diogo Correia,diogo.correia@catchit.pt,$2b$12$OKl8zwy8476VPPVbZuRY5.5WwnWSlmmNK4ys491uPX5S7vk6WRGpe,290.81
Francisca Melo,francisca.melo1@catchit.pt,$2b$12$XwlZO6j3C8GksA0eRLxaT.wbpEai/uEVnvI9oe8rqX5sAjOR6D3SO,390.33
Maria Dias,maria.dias1@catchit.pt,$2b$12$wO9LaXAldYvQiaregvZKZetMZUH3kpq6OYMBep0XsRmc4psSq7FEa,355.91
Paulo Teixeira,paulo.teixeira@catchit.pt,$2b$12$DctmKoOEQNFdByhoRkDvh.pGcgF0IzaytuhjBrclwSbeex8cTlQ1u,205.5
Luís Rodrigues,luis.rodrigues@catchit.pt,$2b$12$toqm2UkL94Md7vBHFu6XkOUz6SnS21ngX7A29vhTaVwMkV1nw0I3q,276.31
Vítor Mendes,vitor.mendes1@catchit.pt,$2b$12$XwrhsiCIE8r8g0v9.UiRqej/zoY7GTRZUEQbM5kMzqdBbdrZOu9g2,481.41
Mónica Borges,monica.borges@catchit.pt,$2b$12$M6Ry.Px6AN44Ws3oMWpgJ.PVMBk6TNGAS0Ks1cMeFWTkjUeaG3W1O,485.61
Inês Abreu,ines.abreu@catchit.pt,$2b$12$3Hf63sX2O82M7l3vaIWM6O4NvwZY3nbvyiBmjMDQyaxxV8um4VB.q,136.55
Tiago Macedo,tiago.macedo@catchit.pt,$2b$12$jVOj26/EbEhtU.2aw8Pk5eRReeENgVoQir10T/0eo0adRpd.rtJaq,426.3
Teresa Campos,teresa.campos1@catchit.pt,$2b$12$nr6sCYp50oL1.dnYfhkAs.N50oJ1KEu9SCDUnzuxHA5yQwXZWicTW,156.84
André Nunes,andre.nunes1@catchit.pt,$2b$12$tHqQa7TxRVDlduG1iyvcpudHxrtjjI1VWf5dfFfJAbXdMEiXMbmBK,8.75
Susana Gomes,susana.gomes1@catchit.pt,$2b$12$5WPZ9LIephMRbSoyUlhQl.kl3shAEOTf90Slab7jbaS10etSe7wUq,59.25
Carla Nunes,carla.nunes@catchit.pt,$2b$12$j7n23MFsVyUo1CK6u3ejF.PYxmZJDlYoQpzyRGJwCajKM.dHC23Ui,499.1
Leonor Fonseca,leonor.fonseca1@catchit.pt,$2b$12$SaKKqbjYIXJR16c6DfOkOufAGbUFLZCFfTGVOQbOnPsKljmNycdUq,377.3
Teresa Reis,teresa.reis@catchit.pt,$2b$12$vozrpQ9tLbH5PQVZrQy5POXF/TwpOOYLBQO/3gs1gvUYRaxfl1BZS,375.86
Teresa Correia,teresa.correia@catchit.pt,$2b$12$A43/YYEjv.vqVAHB13bZfOZJVOUMFYA0cLB/KZOqcLjmaHliBPCw.,46.94
Sérgio Costa,sergio.costa1@catchit.pt,$2b$12$zBxPYu/93AAPEDfbiDMzIeubcr0.jHp1YHWfREuhHwL2kZMX0JgmW,69.71
Paulo Cardoso,paulo.cardoso@catchit.pt,$2b$12$U9/imoj.QC3WYBbinhVzf.b6N/lrgRhjnBPpldbWmdX0/FM0ihFEu,71.87
Leonor Simões,leonor.simoes1@catchit.pt,$2b$12$EkHXBDE8l/zOzLhDxQUVW.XiXCwhT.YQzKgp.u57yGo19Kdv1bS6e,336.05
Mariana Cunha,mariana.cunha1@catchit.pt,$2b$12$56B3Fmto0m8QR3.VShjgoO8/fJqNYbplI2EtDqB4y3/qsH0wJ36RW,328.6
Inês Cardoso,ines.cardoso@catchit.pt,$2b$12$HXQai9EyWUfOavNIiyGX3OMFqG4yArgjeeuKVX/Jh/3sToml5KjLi,230.11
Tiago Oliveira,tiago.oliveira@catchit.pt,$2b$12$4TeHk6BE.Nq0qeqgNYGj6OauSSmp0qmKfHXkywcI3TKmL1ZALL/zW,60.13
Diogo Gomes,diogo.gomes@catchit.pt,$2b$12$nkGUR.VreOETfxeEh3mES.KiRWgF01sbcAUkh3mDpqZ6WxlTECV16,35.03
Vanessa Carvalho,vanessa.carvalho@catchit.pt,$2b$12$2tmR44MZRKkTEuNC3924oecgIKNoOZPxgyNEC4sKk8h2g6GWeCKhi,76.39
Patrícia Marques,patricia.marques@catchit.pt,$2b$12$zdhyBvoq.eAWiKzsesNqBO4W5QqHr5GLmipdF.Vh5YkqpIB9MDTKS,370.44
Nuno Abreu,nuno.abreu@catchit.pt,$2b$12$BUG1JMBmEc7GpIXdlr0BjulKyOGQ9Pvj97Z15U.l0AAkWXGelUw2i,468.67
Sérgio Pinto,sergio.pinto1@catchit.pt,$2b$12$VCP1igoBNsgms2nAaV4YPugg6VMFpqR1imNkuM3vohFfNsHTIxrLe,261.39
Luís Simões,luis.simoes@catchit.pt,$2b$12$EhB4oB6HJDCuFdGoYZJObO9DMRCLGXnbnT5cCwKBmxlGCqwnGLndK,38.25
André Oliveira,andre.oliveira1@catchit.pt,$2b$12$QX1EU5hoQIz2OR5KXx6qnu1fO/8VCOUNIeYUXIQBmC6NvhHV0xxom,447.51
Vanessa Monteiro,vanessa.monteiro@catchit.pt,$2b$12$Y5Sz26aZmFcNO4JZhOfwcu2/SOnYQDxPEMBuqy8ozR2ZLKFBWPOBm,143.53
Tiago Abreu,tiago.abreu@catchit.pt,$2b$12$jIxI/fmAbuIcxZPUovG9SOjCsJYvgUi3Ftm66thLmOHLn2CCXS/4O,169.66
Hugo Tavares,hugo.tavares@catchit.pt,$2b$12$.v9AVFXb9XfAMRSItaP4JOo8/w0K9mjxsEMGp92UqrZzw0TcoPQme,113.19
Gonçalo Ribeiro,goncalo.ribeiro@catchit.pt,$2b$12$917Jm8groQYInNkbkmgLU.LXdh9azECI4Iq33aWB5mnKm6lKb5Niy,465.69
André Silva,andre.silva1@catchit.pt,$2b$12$txaPKcmDMGyvp5Y4rvEm7u1I/3SJd5UQNArumMp5T1W9HwRvLig1.,77.58
Alexandre Rodrigues,alexandre.rodrigues@catchit.pt,$2b$12$6Ut4mPIi.i.5IoAIrbDv8e1gAFycEnfnQ4DcW3Wt6X8zKGz5OzV/i,112.92
André Marques,andre.marques@catchit.pt,$2b$12$BJxkpmORCeG6fdu/er5/m.fOGT9cjKocPaXVt/c.FDbyiCK.C.mEu,201.66
Vítor Pereira,vitor.pereira@catchit.pt,$2b$12$UOXAZG3HEV04P5J98IeV.OfHXnVmDhakjE6B78rA4Y.c7I2ACWqiO,154.28
Marta Fernandes,marta.fernandes@catchit.pt,$2b$12$I32lH1VYxwbilJ/g8QUaQOW4NG/9W8pyaOuKeFM3lvAihAyglgkXu,460.08
Helena Figueiredo,helena.figueiredo3@catchit.pt,$2b$12$ZlkRMPxjOk1XAganCa2zXuvk1OGvK/RUmAMLjM97s0hIiLELgPvXO,379.92
Hugo Azevedo,hugo.azevedo1@catchit.pt,$2b$12$frbrdn1L6YtM/vVVMMWbSuXuwGAHkekN1aDH.fmuaxk0vHNXJL7AC,169.46
Raquel Silva,raquel.silva@catchit.pt,$2b$12$WoawG5F7sbjdOJU1kmgl0.msGHZlx1c749LCi9J/68oez6S./gz.6,27.29
Afonso Macedo,afonso.macedo1@catchit.pt,$2b$12$7kAHWxCL8CDtGLXkAA8AKOTlXyusLKSgBZqMfv0g.Z6bsZNGskwO2,88.14
Pedro Oliveira,pedro.oliveira@catchit.pt,$2b$12$EEvVomiNKLRedS5e3II1/urnKN5P1XVma7KD7oLA1cgQOudLfFP.K,316.17
Fernando Fernandes,fernando.fernandes1@catchit.pt,$2b$12$Q6hNQ4ftQ7GBCrQ.bH0UFuzBycM3kr6CSEA3fh9kp77h14qlCHKRW,482.07
Mónica Figueiredo,monica.figueiredo1@catchit.pt,$2b$12$GyLfC.44qbJ7izwjW8aK4eBNvJ7Zr5e85bQSQb9ao9Vmaq.0ztXzK,383.77
Fernando Moreira,fernando.moreira@catchit.pt,$2b$12$eSCz924tuCirR6lGbv03K.M2DJo94M34svSn7uCPbDSU3ok8u9tki,239.29
Renato Monteiro,renato.monteiro@catchit.pt,$2b$12$NO3FUIhFVxn374k1CQhDqufNGS9Bpu6MvJG9vIdyYC/1QasGLXuoO,299.18
Raquel Campos,raquel.campos@catchit.pt,$2b$12$VuBLVdCA81FqH4FvErr4JuNLiaT.VKxzX4dpadXepE8UXL6uGgvry,468.43
Maria Figueiredo,maria.figueiredo1@catchit.pt,$2b$12$HDlsD37/YP061SWNItvGqeZFStu4kBJTyp5ZTF.08L1A0Q74xsKDu,240.67
Mónica Tavares,monica.tavares@catchit.pt,$2b$12$d4t905ITuoY/BFSxI21.1.ZGK3UXYeo5i.AygLtvhV96Ya.bmx0pG,345.31
Paulo Gomes,paulo.gomes@catchit.pt,$2b$12$/6Wf7j6Uck3iG.p6PDDf1.YpYp9U2m7zhijzZp2ru.MqveZuXX29a,219.96
Helena Fernandes,helena.fernandes1@catchit.pt,$2b$12$uwthHZVKSYjpvIQuGN/7FeGW6/FxzZ9FPqAXxjz5QeBOzsgI0jsIi,420.19
André Sousa,andre.sousa@catchit.pt,$2b$12$hcl79g30aVgMJx0hFKYkMeYW2IuD30tvTviZV1PIsOZ3sCTuUbFga,166.93
Vasco Carvalho,vasco.carvalho@catchit.pt,$2b$12$Iw0ZV8JbJfOEfxhxSwlkAOhXKSeY/FNyyOvM4JRjbaS.6nzvYpOD6,162.73
Ricardo Cardoso,ricardo.cardoso1@catchit.pt,$2b$12$otnOnNbCfdDKefCtjXbOgO3P7wD2IlLs6Jh.AuFL.J2Hv0a0UB3u2,331.89
Mariana Dias,mariana.dias@catchit.pt,$2b$12$z7cCgCWgHA0JQuH/pUcVt.2bJVaZIRDNRD/YBE/TMw2B.B5LL6z0K,356.4
Vasco Correia,vasco.correia@catchit.pt,$2b$12$vErvVooDgZKnjAWOSHqV5OKTL.HUddTFX6i7lpUBLOoPZrdZXV1VC,98.82
Rodrigo Correia,rodrigo.correia@catchit.pt,$2b$12$GYppPWo6AqnXSHhOBG8nZO7XOAQP5IFpETN0SMIT6mVouqwOM7xY2,274.28
Cláudia Cunha,claudia.cunha@catchit.pt,$2b$12$uh0bKn5lr/O9lPUSsqRaXexKH5f6SbOcBHkVzTzzYXtSv.YZpNasS,416.88
Bruno Teixeira,bruno.teixeira@catchit.pt,$2b$12$ytmCGJd65dr5EpTIgTNLneZSvjYCImVJnn/z431DBVdqRtCnNBRQ.,337.99
Jorge Nunes,jorge.nunes@catchit.pt,$2b$12$y7iGwnaMrIU4r7GshpeOAeaXyqLhe.Bbhb/fDUY7dwrMSiN5xeITi,360.44
Ana Alves,ana.alves2@catchit.pt,$2b$12$ORof1JdMj06.vrNg3NXu/eCqQkh3MhJq5L2x3vxzk7sLQicQKnSSK,231.06
Leonor Teixeira,leonor.teixeira@catchit.pt,$2b$12$Uck3ot6B2lJrzvFy/RTgA.FB/LD7Vq1eX5r.2DKn7ISKxc7LHIgcS,47.61
Helena Gonçalves,helena.goncalves@catchit.pt,$2b$12$l9V52KhZQadmJKMPUk9azOhrAHVphjt1fAp6fGXfjH4SQDOEOeZDi,161.64
Eduardo Rodrigues,eduardo.rodrigues1@catchit.pt,$2b$12$.8rWA3xe07Z82KoAnfQ6xeDlrsZ81olR4U6qXGJ8W.Q4vBiTyF9w2,394.23
Gonçalo Santos,goncalo.santos1@catchit.pt,$2b$12$BzsvdcSXefztAJKdsYC3jeuudX0L665ECsxzcFvmWn.Qn0/99Ebaa,106.23
Mónica Teixeira,monica.teixeira@catchit.pt,$2b$12$p2HBAssA.d939AYZSXk6e.Ns.Vf0RwZ1eSj5syZWBtmgocskVBcNq,130.81
Sofia Azevedo,sofia.azevedo1@catchit.pt,$2b$12$2J.vhji1LqIjehE8QtvqHegzuIz219UESZs2HhLmeERPC5iMUyWxG,488.47
Maria Jesus,maria.jesus@catchit.pt,$2b$12$kbTWMiTBsP52cZ6jWVJU7uF92DK6xzzRRwnwu.IVFj89K1SD9sJK6,422.86
Filipa Teixeira,filipa.teixeira@catchit.pt,$2b$12$K1CAUBSEtr4sIBtn0czXUOSmxzgNb6fKfEczpNY9oaQsYuynHPjh2,127.88
Marco Mendes,marco.mendes@catchit.pt,$2b$12$EBQ4jkzgsLWd7KVRYd0Shuq3a7ZarzP/vE9qTvXchq3SmHPo9DDO.,201.99
Ricardo Dias,ricardo.dias1@catchit.pt,$2b$12$YS2f2e3floT/i1rijRmBaOmIAvZLGMCG3QKskelqCU2rNyTCkrhcq,324.58
Sérgio Fonseca,sergio.fonseca2@catchit.pt,$2b$12$KENieirr.nskb3Ye7vfce.8g0QzHESZUpLfE8LAx7qI87g.jKFSeS,114.05
Bruno Rocha,bruno.rocha1@catchit.pt,$2b$12$7taCD7dCMVMwmvGrs2oGWujAiGOwYYRW/4GHBgoQC88wNR6s31G02,396.85
Beatriz Marques,beatriz.marques@catchit.pt,$2b$12$C39BloERVw2QcKfquGWCzusprX95dme79MWDweLrJwSCQyiYa7He2,139.05
Filipa Santos,filipa.santos1@catchit.pt,$2b$12$hEqCjon7elXcmIo6PbC8sOlO6CTbg7ZGZ4nBfZxfdbZgoMRo2KykC,329.21
Marta Silva,marta.silva1@catchit.pt,$2b$12$h6qmRVpe0kwD1zfAqzEuIO5iFdRr15YAgFWKhYN8HiIc76frEaVUC,346.83
Afonso Gomes,afonso.gomes@catchit.pt,$2b$12$ATIfZW4.iUhdEhY02Gh1tuzkPOroqnbFeZEHneW1joqZA/xHo84ge,263.58
Sara Santos,sara.santos@catchit.pt,$2b$12$kyO8QlF1emiuhfQCi.xUYOgEL5W4dKVLyuXIybxnRF0Cmabnd7MAC,334.38
Carla Mota,carla.mota1@catchit.pt,$2b$12$ybd3q7TzDYw4tloL6dhHaeexd/1drB/FrfLfg9Ih1SYurvNbz/ZEy,336.28
Paulo Sousa,paulo.sousa2@catchit.pt,$2b$12$CpxThpE4UgV3A3fCYY3wJe9mV5LdFlfop1adhGvCcPRzxW9HdfhnO,456.61
Francisca Teixeira,francisca.teixeira@catchit.pt,$2b$12$O2yjHa.FkNsI79b9KYwadeH4GSLbMs3zWrAuaDjZ5KWvpyjczdJZq,466.49
Carla Ribeiro,carla.ribeiro2@catchit.pt,$2b$12$9VVkEFP5d5ctPzD9fER3Iu5MBfJZGtdK7HBaRxRQ6IKQlir8mNswi,78.49
Catarina Teixeira,catarina.teixeira@catchit.pt,$2b$12$QPnPCOnkGjBJ7KGIFTym8uZiR/VQ0cadw6HfZ8bi1gQcw3zLlwoNm,166.64
Ricardo Azevedo,ricardo.azevedo@catchit.pt,$2b$12$ASQm6WC0Xh6OVaNU.kkCBeeiiWq7Smf9jPogdPtB5kyXABjJrnfbq,253.11
